,Departure,Arrival
2344,"    Le Havre (Haute-Normandie), France ","Cherbourg (Basse-Normandie), France"
2345,"    Cherbourg (Basse-Normandie), France ","Brest (Bretagne), France"
2346,"    Brest (Bretagne), France ","Les Sables-d'Olonne (Pays de la Loire), France"
2347,"    Les Sables-d'Olonne (Pays de la Loire), France ","Bayonne (Aquitaine), France"
2348,"    Bayonne (Aquitaine), France ","Luchon (Midi-Pyrenees), France"
2349,"    Luchon (Midi-Pyrenees), France ","Perpignan (Languedoc-Roussillon), France"
2350,"    Perpignan (Languedoc-Roussillon), France ","Toulon (Champagne-Ardenne), France"
2351,"    Toulon (Champagne-Ardenne), France ","Nice (Provence-Alpes-Cote d'Azur), France"
2352,"    Nice (Provence-Alpes-Cote d'Azur), France ","Briançon (Provence-Alpes-Cote d'Azur), France"
2353,"    Briançon (Provence-Alpes-Cote d'Azur), France ","Genève (Geneve), Switzerland"
2354,"    Genève (Geneve), Switzerland ","Strasbourg (Alsace), France"
2355,"    Strasbourg (Alsace), France ","Metz (Lorraine), France"
2356,"    Metz (Lorraine), France ","Dunkerque (Nord-Pas-de-Calais), France"
2357,"    Dunkerque (Nord-Pas-de-Calais), France ","Paris (Ile-de-France), France"
2358,,
2359,"    Paris (Ile-de-France), France ","Paris (Ile-de-France), France"
2360,"    Paris (Ile-de-France), France ","Le Havre (Haute-Normandie), France"
2361,"    Le Havre (Haute-Normandie), France ","Cherbourg (Basse-Normandie), France"
2362,"    Cherbourg (Basse-Normandie), France ","Brest (Bretagne), France"
2363,"    Brest (Bretagne), France ","Les Sables-d'Olonne (Pays de la Loire), France"
2364,"    Les Sables-d'Olonne (Pays de la Loire), France ","Bayonne (Aquitaine), France"
2365,"    Bayonne (Aquitaine), France ","Luchon (Midi-Pyrenees), France"
2366,"    Luchon (Midi-Pyrenees), France ","Perpignan (Languedoc-Roussillon), France"
2367,"    Perpignan (Languedoc-Roussillon), France ","Toulon (Champagne-Ardenne), France"
2368,"    Toulon (Champagne-Ardenne), France ","Nice (Provence-Alpes-Cote d'Azur), France"
2369,"    Nice (Provence-Alpes-Cote d'Azur), France ","Briançon (Provence-Alpes-Cote d'Azur), France"
2370,"    Briançon (Provence-Alpes-Cote d'Azur), France ","Genève (Geneve), Switzerland"
2371,"    Genève (Geneve), Switzerland ","Strasbourg (Alsace), France"
2372,"    Strasbourg (Alsace), France ","Metz (Lorraine), France"
2373,"    Metz (Lorraine), France ","Dunkerque (Nord-Pas-de-Calais), France"
2374,"    Dunkerque (Nord-Pas-de-Calais), France ","Paris (Ile-de-France), France"
2375,"    Paris (Ile-de-France), France ","Paris (Ile-de-France), France"
2376,,
2377,"    Paris (Ile-de-France), France ","Le Havre (Haute-Normandie), France"
2378,"    Le Havre (Haute-Normandie), France ","Cherbourg (Basse-Normandie), France"
2379,"    Cherbourg (Basse-Normandie), France ","Brest (Bretagne), France"
2380,"    Brest (Bretagne), France ","Les Sables-d'Olonne (Pays de la Loire), France"
2381,"    Les Sables-d'Olonne (Pays de la Loire), France ","Bayonne (Aquitaine), France"
2382,"    Bayonne (Aquitaine), France ","Luchon (Midi-Pyrenees), France"
2383,"    Luchon (Midi-Pyrenees), France ","Perpignan (Languedoc-Roussillon), France"
2384,"    Perpignan (Languedoc-Roussillon), France ","Toulon (Champagne-Ardenne), France"
2385,"    Toulon (Champagne-Ardenne), France ","Nice (Provence-Alpes-Cote d'Azur), France"
2386,"    Nice (Provence-Alpes-Cote d'Azur), France ","Grenoble (Rhone-Alpes), France"
2387,"    Grenoble (Rhone-Alpes), France ","Genève (Geneve), Switzerland"
2388,"    Genève (Geneve), Switzerland ","Strasbourg (Alsace), France"
2389,"    Strasbourg (Alsace), France ","Metz (Lorraine), France"
2390,"    Metz (Lorraine), France ","Dunkerque (Nord-Pas-de-Calais), France"
2391,"    Dunkerque (Nord-Pas-de-Calais), France ","Paris (Ile-de-France), France"
2392,,
2393,"    Paris (Ile-de-France), France ","Paris (Ile-de-France), France"
2394,"    Paris (Ile-de-France), France ","Le Havre (Haute-Normandie), France"
2395,"    Le Havre (Haute-Normandie), France ","Cherbourg (Basse-Normandie), France"
2396,"    Cherbourg (Basse-Normandie), France ","Brest (Bretagne), France"
2397,"    Brest (Bretagne), France ","Les Sables-d'Olonne (Pays de la Loire), France"
2398,"    Les Sables-d'Olonne (Pays de la Loire), France ","Bayonne (Aquitaine), France"
2399,"    Bayonne (Aquitaine), France ","Luchon (Midi-Pyrenees), France"
2400,"    Luchon (Midi-Pyrenees), France ","Perpignan (Languedoc-Roussillon), France"
2401,"    Perpignan (Languedoc-Roussillon), France ","Aix-en-Provence (Provence-Alpes-Cote d'Azur), France"
2402,"    Aix-en-Provence (Provence-Alpes-Cote d'Azur), France ","Nice (Provence-Alpes-Cote d'Azur), France"
2403,"    Nice (Provence-Alpes-Cote d'Azur), France ","Grenoble (Rhone-Alpes), France"
2404,"    Grenoble (Rhone-Alpes), France ","Gex (Rhone-Alpes), France"
2405,"    Gex (Rhone-Alpes), France ","Strasbourg (Alsace), France"
2406,"    Strasbourg (Alsace), France ","Metz (Lorraine), France"
2407,"    Metz (Lorraine), France ","Dunkerque (Nord-Pas-de-Calais), France"
2408,"    Dunkerque (Nord-Pas-de-Calais), France ","Paris (Ile-de-France), France"
2409,"    Paris (Ile-de-France), France ","Paris (Ile-de-France), France"
2410,,
2411,"    Paris (Ile-de-France), France ","Le Havre (Haute-Normandie), France"
2412,"    Le Havre (Haute-Normandie), France ","Cherbourg (Basse-Normandie), France"
2413,"    Cherbourg (Basse-Normandie), France ","Brest (Bretagne), France"
2414,"    Brest (Bretagne), France ","Les Sables-d'Olonne (Pays de la Loire), France"
2415,"    Les Sables-d'Olonne (Pays de la Loire), France ","Bayonne (Aquitaine), France"
2416,"    Bayonne (Aquitaine), France ","Luchon (Midi-Pyrenees), France"
2417,"    Luchon (Midi-Pyrenees), France ","Perpignan (Languedoc-Roussillon), France"
2418,"    Perpignan (Languedoc-Roussillon), France ","Marseille (Provence-Alpes-Cote d'Azur), France"
2419,"    Marseille (Provence-Alpes-Cote d'Azur), France ","Nice (Provence-Alpes-Cote d'Azur), France"
2420,"    Nice (Provence-Alpes-Cote d'Azur), France ","Grenoble (Rhone-Alpes), France"
2421,"    Grenoble (Rhone-Alpes), France ","Genève (Geneve), Switzerland"
2422,"    Genève (Geneve), Switzerland ","Strasbourg (Alsace), France"
2423,"    Strasbourg (Alsace), France ","Metz (Lorraine), France"
2424,"    Metz (Lorraine), France ","Dunkerque (Nord-Pas-de-Calais), France"
2425,"    Dunkerque (Nord-Pas-de-Calais), France ","Paris (Ile-de-France), France"
2426,"    Paris (Ile-de-France), France ","Paris (Ile-de-France), France"
2427,,
2428,"    Paris (Ile-de-France), France ","Le Havre (Haute-Normandie), France"
2429,"    Le Havre (Haute-Normandie), France ","Cherbourg (Basse-Normandie), France"
2430,"    Cherbourg (Basse-Normandie), France ","Brest (Bretagne), France"
2431,"    Brest (Bretagne), France ","La Rochelle (Poitou-Charentes), France"
2432,"    La Rochelle (Poitou-Charentes), France ","Bayonne (Aquitaine), France"
2433,"    Bayonne (Aquitaine), France ","Luchon (Midi-Pyrenees), France"
2434,"    Luchon (Midi-Pyrenees), France ","Perpignan (Languedoc-Roussillon), France"
2435,"    Perpignan (Languedoc-Roussillon), France ","Marseille (Provence-Alpes-Cote d'Azur), France"
2436,"    Marseille (Provence-Alpes-Cote d'Azur), France ","Nice (Provence-Alpes-Cote d'Azur), France"
2437,"    Nice (Provence-Alpes-Cote d'Azur), France ","Grenoble (Rhone-Alpes), France"
2438,"    Grenoble (Rhone-Alpes), France ","Genève (Geneve), Switzerland"
2439,"    Genève (Geneve), Switzerland ","Belfort (Franche-Comte), France"
2440,"    Belfort (Franche-Comte), France ","Longwy (Lorraine), France"
2441,"    Longwy (Lorraine), France ","Dunkerque (Nord-Pas-de-Calais), France"
2442,"    Dunkerque (Nord-Pas-de-Calais), France ","Paris (Ile-de-France), France"
2443,"    Paris (Ile-de-France), France ","Paris (Ile-de-France), France"
2444,,
2445,"    Paris (Ile-de-France), France ","Le Havre (Haute-Normandie), France"
2446,"    Le Havre (Haute-Normandie), France ","Cherbourg (Basse-Normandie), France"
2447,"    Cherbourg (Basse-Normandie), France ","Brest (Bretagne), France"
2448,"    Brest (Bretagne), France ","La Rochelle (Poitou-Charentes), France"
2449,"    La Rochelle (Poitou-Charentes), France ","Bayonne (Aquitaine), France"
2450,"    Bayonne (Aquitaine), France ","Luchon (Midi-Pyrenees), France"
2451,"    Luchon (Midi-Pyrenees), France ","Perpignan (Languedoc-Roussillon), France"
2452,"    Perpignan (Languedoc-Roussillon), France ","Aix-en-Provence (Provence-Alpes-Cote d'Azur), France"
2453,"    Aix-en-Provence (Provence-Alpes-Cote d'Azur), France ","Nice (Provence-Alpes-Cote d'Azur), France"
2454,"    Nice (Provence-Alpes-Cote d'Azur), France ","Grenoble (Rhone-Alpes), France"
2455,"    Grenoble (Rhone-Alpes), France ","Genève (Geneve), Switzerland"
2456,"    Genève (Geneve), Switzerland ","Belfort (Franche-Comte), France"
2457,"    Belfort (Franche-Comte), France ","Longwy (Lorraine), France"
2458,"    Longwy (Lorraine), France ","Dunkerque (Nord-Pas-de-Calais), France"
2459,"    Dunkerque (Nord-Pas-de-Calais), France ","Paris (Ile-de-France), France"
2460,,
2461,"    Paris (Ile-de-France), France ","Paris (Ile-de-France), France"
2462,"    Paris (Ile-de-France), France ","Dunkerque (Nord-Pas-de-Calais), France"
2463,"    Dunkerque (Nord-Pas-de-Calais), France ","Longwy (Lorraine), France"
2464,"    Longwy (Lorraine), France ","Belfort (Franche-Comte), France"
2465,"    Belfort (Franche-Comte), France ","Chamonix (Rhone-Alpes), France"
2466,"    Chamonix (Rhone-Alpes), France ","Grenoble (Rhone-Alpes), France"
2467,"    Grenoble (Rhone-Alpes), France ","Nice (Provence-Alpes-Cote d'Azur), France"
2468,"    Nice (Provence-Alpes-Cote d'Azur), France ","Marseille (Provence-Alpes-Cote d'Azur), France"
2469,"    Marseille (Provence-Alpes-Cote d'Azur), France ","Perpignan (Languedoc-Roussillon), France"
2470,"    Perpignan (Languedoc-Roussillon), France ","Luchon (Midi-Pyrenees), France"
2471,"    Luchon (Midi-Pyrenees), France ","Bayonne (Aquitaine), France"
2472,"    Bayonne (Aquitaine), France ","La Rochelle (Poitou-Charentes), France"
2473,"    La Rochelle (Poitou-Charentes), France ","Brest (Bretagne), France"
2474,"    Brest (Bretagne), France ","Cherbourg (Basse-Normandie), France"
2475,"    Cherbourg (Basse-Normandie), France ","Le Havre (Haute-Normandie), France"
2476,"    Le Havre (Haute-Normandie), France ","Paris (Ile-de-France), France"
2477,,
2478,"    Paris (Ile-de-France), France ","Paris (Ile-de-France), France"
2479,"    Paris (Ile-de-France), France ","Dunkerque (Nord-Pas-de-Calais), France"
2480,"    Dunkerque (Nord-Pas-de-Calais), France ","Longwy (Lorraine), France"
2481,"    Longwy (Lorraine), France ","Belfort (Franche-Comte), France"
2482,"    Belfort (Franche-Comte), France ","Chamonix (Rhone-Alpes), France"
2483,"    Chamonix (Rhone-Alpes), France ","Grenoble (Rhone-Alpes), France"
2484,"    Grenoble (Rhone-Alpes), France ","Nice (Provence-Alpes-Cote d'Azur), France"
2485,"    Nice (Provence-Alpes-Cote d'Azur), France ","Marseille (Provence-Alpes-Cote d'Azur), France"
2486,"    Marseille (Provence-Alpes-Cote d'Azur), France ","Perpignan (Languedoc-Roussillon), France"
2487,"    Perpignan (Languedoc-Roussillon), France ","Luchon (Midi-Pyrenees), France"
2488,"    Luchon (Midi-Pyrenees), France ","Bayonne (Aquitaine), France"
2489,"    Bayonne (Aquitaine), France ","La Rochelle (Poitou-Charentes), France"
2490,"    La Rochelle (Poitou-Charentes), France ","Brest (Bretagne), France"
2491,"    Brest (Bretagne), France ","Cherbourg (Basse-Normandie), France"
2492,"    Cherbourg (Basse-Normandie), France ","Le Havre (Haute-Normandie), France"
2493,"    Le Havre (Haute-Normandie), France ","Paris (Ile-de-France), France"
2494,"    Paris (Ile-de-France), France ","Paris (Ile-de-France), France"
2495,,
2496,"    Paris (Ile-de-France), France ","Roubaix (Nord-Pas-de-Calais), France"
2497,"    Roubaix (Nord-Pas-de-Calais), France ","Metz (Lorraine), France"
2498,"    Metz (Lorraine), France ","Belfort (Franche-Comte), France"
2499,"    Belfort (Franche-Comte), France ","Lyon (Rhone-Alpes), France"
2500,"    Lyon (Rhone-Alpes), France ","Grenoble (Rhone-Alpes), France"
2501,"    Grenoble (Rhone-Alpes), France ","Nice (Provence-Alpes-Cote d'Azur), France"
2502,"    Nice (Provence-Alpes-Cote d'Azur), France ","Nîmes (Languedoc-Roussillon), France"
2503,"    Nîmes (Languedoc-Roussillon), France ","Perpignan (Languedoc-Roussillon), France"
2504,"    Perpignan (Languedoc-Roussillon), France ","Luchon (Midi-Pyrenees), France"
2505,"    Luchon (Midi-Pyrenees), France ","Bayonne (Aquitaine), France"
2506,"    Bayonne (Aquitaine), France ","Bordeaux (Aquitaine), France"
2507,"    Bordeaux (Aquitaine), France ","Nantes (Pays de la Loire), France"
2508,"    Nantes (Pays de la Loire), France ","Brest (Bretagne), France"
2509,"    Brest (Bretagne), France ","Caen (Basse-Normandie), France"
2510,"    Caen (Basse-Normandie), France ","Paris (Ile-de-France), France"
2511,"    Paris (Ile-de-France), France ","Paris (Ile-de-France), France"
2512,,
2513,"    Paris (Ile-de-France), France ","Roubaix (Nord-Pas-de-Calais), France"
2514,"    Roubaix (Nord-Pas-de-Calais), France ","Metz (Lorraine), France"
2515,"    Metz (Lorraine), France ","Belfort (Franche-Comte), France"
2516,"    Belfort (Franche-Comte), France ","Lyon (Rhone-Alpes), France"
2517,"    Lyon (Rhone-Alpes), France ","Grenoble (Rhone-Alpes), France"
2518,"    Grenoble (Rhone-Alpes), France ","Nice (Provence-Alpes-Cote d'Azur), France"
2519,"    Nice (Provence-Alpes-Cote d'Azur), France ","Nîmes (Languedoc-Roussillon), France"
2520,"    Nîmes (Languedoc-Roussillon), France ","Toulouse (Midi-Pyrenees), France"
2521,"    Toulouse (Midi-Pyrenees), France ","Bayonne (Aquitaine), France"
2522,"    Bayonne (Aquitaine), France ","Bordeaux (Aquitaine), France"
2523,"    Bordeaux (Aquitaine), France ","Nantes (Pays de la Loire), France"
2524,"    Nantes (Pays de la Loire), France ","Brest (Bretagne), France"
2525,"    Brest (Bretagne), France ","Caen (Basse-Normandie), France"
2526,"    Caen (Basse-Normandie), France ","Paris (Ile-de-France), France"
2527,,
2528,"    Paris (Ile-de-France), France ","Paris (Ile-de-France), France"
2529,"    Paris (Ile-de-France), France ","Roubaix (Nord-Pas-de-Calais), France"
2530,"    Roubaix (Nord-Pas-de-Calais), France ","Metz (Lorraine), France"
2531,"    Metz (Lorraine), France ","Belfort (Franche-Comte), France"
2532,"    Belfort (Franche-Comte), France ","Lyon (Rhone-Alpes), France"
2533,"    Lyon (Rhone-Alpes), France ","Grenoble (Rhone-Alpes), France"
2534,"    Grenoble (Rhone-Alpes), France ","Nice (Provence-Alpes-Cote d'Azur), France"
2535,"    Nice (Provence-Alpes-Cote d'Azur), France ","Nîmes (Languedoc-Roussillon), France"
2536,"    Nîmes (Languedoc-Roussillon), France ","Toulouse (Midi-Pyrenees), France"
2537,"    Toulouse (Midi-Pyrenees), France ","Bayonne (Aquitaine), France"
2538,"    Bayonne (Aquitaine), France ","Bordeaux (Aquitaine), France"
2539,"    Bordeaux (Aquitaine), France ","Nantes (Pays de la Loire), France"
2540,"    Nantes (Pays de la Loire), France ","Brest (Bretagne), France"
2541,"    Brest (Bretagne), France ","Caen (Basse-Normandie), France"
2542,"    Caen (Basse-Normandie), France ","Paris (Ile-de-France), France"
2543,,
2544,"    Paris (Ile-de-France), France ","Paris (Ile-de-France), France"
2545,"    Paris (Ile-de-France), France ","Roubaix (Nord-Pas-de-Calais), France"
2546,"    Roubaix (Nord-Pas-de-Calais), France ","Metz (Lorraine), France"
2547,"    Metz (Lorraine), France ","Belfort (Franche-Comte), France"
2548,"    Belfort (Franche-Comte), France ","Lyon (Rhone-Alpes), France"
2549,"    Lyon (Rhone-Alpes), France ","Grenoble (Rhone-Alpes), France"
2550,"    Grenoble (Rhone-Alpes), France ","Nice (Provence-Alpes-Cote d'Azur), France"
2551,"    Nice (Provence-Alpes-Cote d'Azur), France ","Nîmes (Languedoc-Roussillon), France"
2552,"    Nîmes (Languedoc-Roussillon), France ","Toulouse (Midi-Pyrenees), France"
2553,"    Toulouse (Midi-Pyrenees), France ","Bayonne (Aquitaine), France"
2554,"    Bayonne (Aquitaine), France ","Bordeaux (Aquitaine), France"
2555,"    Bordeaux (Aquitaine), France ","Nantes (Pays de la Loire), France"
2556,"    Nantes (Pays de la Loire), France ","Brest (Bretagne), France"
2557,"    Brest (Bretagne), France ","Caen (Basse-Normandie), France"
2558,"    Caen (Basse-Normandie), France ","Paris (Ile-de-France), France"
2559,,
2560,"    Paris (Ile-de-France), France ","Paris (Ile-de-France), France"
2561,"    Paris (Ile-de-France), France ","Lille (Nord-Pas-de-Calais), France"
2562,"    Douai (Nord-Pas-de-Calais), France ","Nancy (Lorraine), France"
2563,"    Nancy (Lorraine), France ","Dijon (Bourgogne), France"
2564,"    Dijon (Bourgogne), France ","Grenoble (Rhone-Alpes), France"
2565,"    Grenoble (Rhone-Alpes), France ","Nice (Provence-Alpes-Cote d'Azur), France"
2566,"    Nice (Provence-Alpes-Cote d'Azur), France ","Marseille (Provence-Alpes-Cote d'Azur), France"
2567,"    Marseille (Provence-Alpes-Cote d'Azur), France ","Toulouse (Midi-Pyrenees), France"
2568,"    Toulouse (Midi-Pyrenees), France ","Bayonne (Aquitaine), France"
2569,"    Bayonne (Aquitaine), France ","Bordeaux (Aquitaine), France"
2570,"    Bordeaux (Aquitaine), France ","Nantes (Pays de la Loire), France"
2571,"    Nantes (Pays de la Loire), France ","Brest (Bretagne), France"
2572,"    Brest (Bretagne), France ","Caen (Basse-Normandie), France"
2573,"    Caen (Basse-Normandie), France ","Paris (Ile-de-France), France"
2574,"    Paris (Ile-de-France), France ","Paris (Ile-de-France), France"
2575,,
2576,"    Paris (Ile-de-France), France ","Nancy (Lorraine), France"
2577,"    Nancy (Lorraine), France ","Besançon (Franche-Comte), France"
2578,"    Besançon (Franche-Comte), France ","Grenoble (Rhone-Alpes), France"
2579,"    Grenoble (Rhone-Alpes), France ","Toulon (Champagne-Ardenne), France"
2580,"    Toulon (Champagne-Ardenne), France ","Nîmes (Languedoc-Roussillon), France"
2581,"    Nîmes (Languedoc-Roussillon), France ","Toulouse (Midi-Pyrenees), France"
2582,"    Toulouse (Midi-Pyrenees), France ","Bordeaux (Aquitaine), France"
